edge-id,source,source-id,category,category-overarching,target-id,target
e1586,"Richard Sibbes, Yea and amen: or, pretious promises, and priviledges (1638)",b0329,written by,authorship,p0552,Richard Sibbes
e1032,"Richard Whitlock, Zootomia, or, Observations of the present manners of the English (1654)",b0314,contains commendatory verses by,preliminary content / preliminaries,p0227,Jasper Maine
e0859,"Richard Whitlock, Zootomia, or, Observations of the present manners of the English (1654)",b0314,has a frontispiece engraved by,illustration,p0159,Wenceslaus Hollar
e0957,"Richard Whitlock, Zootomia, or, Observations of the present manners of the English (1654)",b0314,printed by,the labor of printing,p0198,Thomas Roycroft
e0766,"Richard Whitlock, Zootomia, or, Observations of the present manners of the English (1654)",b0314,written by,authorship,p0141,Richard Whitlock
e1567,"Richard Zouch, The sophister A comedy (1639)",b0366,printed by,the labor of printing,p0538,John Okes
e1571,"Richard Zouch, The sophister A comedy (1639)",b0366,with an imprimatur by,the labor of printing,p0540,Matthew Clay
e1588,"Richard Zouch, The sophister A comedy (1639)",b0366,written by,authorship,p0554,Richard Zouch
e1436,"Robert Arnauld d’Andilly, The manner of ordering fruit-trees  (1660)",b0013,dedicated to,dedication,p0453,John Lewis de FAucon
e1677,"Robert Arnauld d’Andilly, The manner of ordering fruit-trees  (1660)",b0013,has a frontispiece engraved by,illustration,p8006,unidentified dedicatee (6)
e1252,"Robert Arnauld d’Andilly, The manner of ordering fruit-trees  (1660)",b0013,translated by,authorship,p0345,John Evelyn
e0375,"Robert Arnauld d’Andilly, The manner of ordering fruit-trees  (1660)",b0013,written by,authorship,p0007,Robert Arnauld d'Andilly
e1444,"Robert Baron, Mirza a tragedie, really acted in Persia, in the last age (1647)",b0024,contains commendatory verses by,preliminary content / preliminaries,p0460,E. Mannying
e1446,"Robert Baron, Mirza a tragedie, really acted in Persia, in the last age (1647)",b0024,contains commendatory verses by,preliminary content / preliminaries,p0461,Jo. Cary
e0558,"Robert Baron, Mirza a tragedie, really acted in Persia, in the last age (1647)",b0024,contains commendatory verses by,preliminary content / preliminaries,p0062,John Quarles
e1307,"Robert Baron, Mirza a tragedie, really acted in Persia, in the last age (1647)",b0024,contains commendatory verses by,preliminary content / preliminaries,p0383,Robert Hills
e1704,"Robert Baron, Mirza a tragedie, really acted in Persia, in the last age (1647)",b0024,contains commendatory verses by,preliminary content / preliminaries,p8038,unidentified writer (1)
e0774,"Robert Baron, Mirza a tragedie, really acted in Persia, in the last age (1647)",b0024,dedicated to,dedication,p0146,King Charles I
e0969,"Robert Baron, Mirza a tragedie, really acted in Persia, in the last age (1647)",b0024,printed for,the labor of printing,p0199,Thomas Dring
e0664,"Robert Baron, Mirza a tragedie, really acted in Persia, in the last age (1647)",b0024,with a letter to the reader by,preliminary content / preliminaries,p0110,Robert Baron
e0666,"Robert Baron, Mirza a tragedie, really acted in Persia, in the last age (1647)",b0024,written by,authorship,p0110,Robert Baron
e1445,"Robert Baron, Mirza. a tragedie, really acted in Persia, in the last age (1655)",b0025,contains commendatory verses by,preliminary content / preliminaries,p0460,E. Mannying
e1447,"Robert Baron, Mirza. a tragedie, really acted in Persia, in the last age (1655)",b0025,contains commendatory verses by,preliminary content / preliminaries,p0461,Jo. Cary
e0559,"Robert Baron, Mirza. a tragedie, really acted in Persia, in the last age (1655)",b0025,contains commendatory verses by,preliminary content / preliminaries,p0062,John Quarles
e1308,"Robert Baron, Mirza. a tragedie, really acted in Persia, in the last age (1655)",b0025,contains commendatory verses by,preliminary content / preliminaries,p0383,Robert Hills
e1705,"Robert Baron, Mirza. a tragedie, really acted in Persia, in the last age (1655)",b0025,contains commendatory verses by,preliminary content / preliminaries,p8039,unidentified writer (2)
e0775,"Robert Baron, Mirza. a tragedie, really acted in Persia, in the last age (1655)",b0025,dedicated to,dedication,p0146,King Charles I
e0970,"Robert Baron, Mirza. a tragedie, really acted in Persia, in the last age (1655)",b0025,printed for,the labor of printing,p0199,Thomas Dring
e0665,"Robert Baron, Mirza. a tragedie, really acted in Persia, in the last age (1655)",b0025,with a letter to the reader by,preliminary content / preliminaries,p0110,Robert Baron
e0667,"Robert Baron, Mirza. a tragedie, really acted in Persia, in the last age (1655)",b0025,written by,authorship,p0110,Robert Baron
e1155,"Robert Filmer, Quaestio quodlibetica, or a discourse, whether it may bee lawfull to take use for money (1652)",b0107,with a letter to the reader by,preliminary content / preliminaries,p0296,Roger Twisden
e0668,"Robert Filmer, Quaestio quodlibetica, or a discourse, whether it may bee lawfull to take use for money (1652)",b0107,written by,authorship,p0111,Robert Filmer
e1156,"Robert Filmer, Quaestio quodlibetica, or, A discourse whether it may bee lawfull to take use for money (1653)",b0108,with a letter to the reader by,preliminary content / preliminaries,p0296,Roger Twisden
e0669,"Robert Filmer, Quaestio quodlibetica, or, A discourse whether it may bee lawfull to take use for money (1653)",b0108,written by,authorship,p0111,Robert Filmer
e0670,"Robert Fludd, Mosaicall philosophy grounded upon the essentiall truth, or eternal sapience (1659)",b0113,written by,authorship,p0112,Robert Fludd
e1271,"Robert Gentili, Le chemin abregé (1654)",b0121,dedicated to,dedication,p0356,John Selden
e1377,"Robert Gentili, Le chemin abregé (1654)",b0121,dedicated to,dedication,p0414,Peter Eissingh
e0673,"Robert Gentili, Le chemin abregé (1654)",b0121,translated by,authorship,p0113,Robert Gentilis
e1310,"Robert Heath, Clarastella together with poems occasional, elegies, epigrams, satyrs (1650)",b0126,contains commendatory verses by,preliminary content / preliminaries,p0384,George Hills
e0356,"Robert Heath, Clarastella together with poems occasional, elegies, epigrams, satyrs (1650)",b0126,with a letter to the reader by,preliminary content / preliminaries,p0001,Humphrey Moseley
e0682,"Robert Heath, Clarastella together with poems occasional, elegies, epigrams, satyrs (1650)",b0126,with a letter to the reader by,preliminary content / preliminaries,p0114,Robert Heath
e0683,"Robert Heath, Clarastella together with poems occasional, elegies, epigrams, satyrs (1650)",b0126,written by,authorship,p0114,Robert Heath
e0953,"Robert Jager, Artificial arithmetick in decimals (1651)",b0147,printed by,the labor of printing,p0195,Robert Leybourn
e0954,"Robert Jager, Artificial arithmetick in decimals (1651)",b0147,printed by,the labor of printing,p0196,William Leybourn
e1152,"Robert Jager, Artificial arithmetick in decimals (1651)",b0147,with a letter to the reader by,preliminary content / preliminaries,p0294,Robert Jager
e1153,"Robert Jager, Artificial arithmetick in decimals (1651)",b0147,written by,authorship,p0294,Robert Jager
e0993,"Robert Mossom, Sion's prospect in it's first view (1652)",b0200,dedicated to,dedication,p0209,Henry Pierrepont
e1110,"Robert Mossom, Sion's prospect in it's first view (1652)",b0200,printed by,the labor of printing,p0269,Thomas Newcomb
e1302,"Robert Mossom, Sion's prospect in it's first view (1652)",b0200,written by,authorship,p0379,Robert Mossom
e1656,"Robert Sanderson, De juramento seven lectures concerning the obligation of promissory oathes (1655)",b0243,printed by,the labor of printing,p8000,printer only identified by initials
e1179,"Robert Sanderson, De juramento seven lectures concerning the obligation of promissory oathes (1655)",b0243,printed for,the labor of printing,p0309,Andrew Crook
e1426,"Robert Sanderson, De juramento seven lectures concerning the obligation of promissory oathes (1655)",b0243,printed for,the labor of printing,p0445,Octavian Pulleyn
e0684,"Robert Sanderson, De juramento seven lectures concerning the obligation of promissory oathes (1655)",b0243,written by,authorship,p0116,Robert Sanderson
e1397,"Roger Boyle, Parthenissa, a romance  (1655)",b0206,dedicated to,dedication,p0425,Anne Spencer
e1205,"Roger Boyle, Parthenissa, a romance  (1655)",b0206,dedicated to,dedication,p0322,Eliabeth Percy
e1398,"Roger Boyle, Parthenissa, a romance  (1655)",b0206,printed by,the labor of printing,p0426,Peter de Pienne
e0621,"Roger Boyle, Parthenissa, a romance  (1655)",b0206,written by,authorship,p0089,Roger Boyle
e1206,"Roger Boyle, Parthenissa. a romance (1655)",b0207,dedicated to,dedication,p0322,Eliabeth Percy
e0622,"Roger Boyle, Parthenissa. a romance (1655)",b0207,written by,authorship,p0089,Roger Boyle
e1822,"Samuel Lee, Orbis miraculum, or, The temple of Solomon (1659)",b0392,dedicated to,dedication,p8004,group of people
e1696,"Samuel Lee, Orbis miraculum, or, The temple of Solomon (1659)",b0392,has a frontispiece engraved by,illustration,p8023,unidentified engraver (17)
e1269,"Samuel Lee, Orbis miraculum, or, The temple of Solomon (1659)",b0392,printed by,the labor of printing,p0355,John Streater
e1620,"Samuel Lee, Orbis miraculum, or, The temple of Solomon (1659)",b0392,with a letter to the reader by,preliminary content / preliminaries,p0587,Samuel Lee
e1621,"Samuel Lee, Orbis miraculum, or, The temple of Solomon (1659)",b0392,written by,authorship,p0587,Samuel Lee
e0474,"Scipione Mazzella, Parthenopoeia (1654)",b0192,compiled by,authorship,p0050,James Howell
e0481,"Scipione Mazzella, Parthenopoeia (1654)",b0192,contains dedicatory epistle by,preliminary content / preliminaries,p0050,James Howell
e1410,"Scipione Mazzella, Parthenopoeia (1654)",b0192,translated by,authorship,p0432,Samson Lennard
e0488,"Scipione Mazzella, Parthenopoeia (1654)",b0192,with a letter to the reader by,preliminary content / preliminaries,p0050,James Howell
e0615,"Scipione Mazzella, Parthenopoeia (1654)",b0192,written by,authorship,p0082,Scipione Mazzella
e0938,"Theocritus , Evropa (1649)",b0293,printed by,the labor of printing,p0184,William Wilson
e0742,"Theocritus , Evropa (1649)",b0293,translated by,authorship,p0132,Thomas Stanley
e1419,"Theocritus , Evropa (1649)",b0293,written by,authorship,p0440,Decimus Magnus Ausonius
e0715,"Theocritus , Evropa (1649)",b0293,written by,authorship,p0127,Theocritus
e1193,"Thomas Barker, Barker's delight: or, The art of angling (1659)",b0023,contains commendatory verses by,preliminary content / preliminaries,p0315,Edmund Swetenham
e1201,"Thomas Barker, Barker's delight: or, The art of angling (1659)",b0023,contains commendatory verses by,preliminary content / preliminaries,p0318,Edward Hopton
e1304,"Thomas Barker, Barker's delight: or, The art of angling (1659)",b0023,contains commendatory verses by,preliminary content / preliminaries,p0381,John Hockenbull
e1265,"Thomas Barker, Barker's delight: or, The art of angling (1659)",b0023,contains commendatory verses by,preliminary content / preliminaries,p0352,John Perch
e1829,"Thomas Barker, Barker's delight: or, The art of angling (1659)",b0023,contains commendatory verses by,preliminary content / preliminaries,p8006,pseudonym
e1830,"Thomas Barker, Barker's delight: or, The art of angling (1659)",b0023,contains commendatory verses by,preliminary content / preliminaries,p8006,pseudonym
e1831,"Thomas Barker, Barker's delight: or, The art of angling (1659)",b0023,contains commendatory verses by,preliminary content / preliminaries,p8006,pseudonym
e1202,"Thomas Barker, Barker's delight: or, The art of angling (1659)",b0023,dedicated to,dedication,p0319,Edward Montague
e1642,"Thomas Barker, Barker's delight: or, The art of angling (1659)",b0023,printed by,the labor of printing,p8000,printer only identified by initials
e0716,"Thomas Barker, Barker's delight: or, The art of angling (1659)",b0023,written by,authorship,p0128,Thomas Barker
e1709,"Thomas Blount, Glossographia (1656)",b0041,contains commendatory verses by,preliminary content / preliminaries,p8043,unidentified writer (6)
e1098,"Thomas Blount, Glossographia (1656)",b0041,printed by,the labor of printing,p0269,Thomas Newcomb
e1218,"Thomas Blount, Glossographia (1656)",b0041,printed for,the labor of printing,p0331,George Sawbridge
e0724,"Thomas Blount, Glossographia (1656)",b0041,written by,authorship,p0129,Thomas Blount
e1710,"Thomas Blount, Glossographia (1659)",b0043,contains commendatory verses by,preliminary content / preliminaries,p8044,unidentified writer (7)
e1099,"Thomas Blount, Glossographia (1659)",b0043,printed by,the labor of printing,p0269,Thomas Newcomb
e1219,"Thomas Blount, Glossographia (1659)",b0043,printed for,the labor of printing,p0331,George Sawbridge
e0720,"Thomas Blount, Glossographia (1659)",b0043,with a letter to the reader by,preliminary content / preliminaries,p0129,Thomas Blount
e0725,"Thomas Blount, Glossographia (1659)",b0043,written by,authorship,p0129,Thomas Blount
e1711,"Thomas Blount, Glossographia (1661)",b0044,contains commendatory verses by,preliminary content / preliminaries,p8045,unidentified writer (8)
e1100,"Thomas Blount, Glossographia (1661)",b0044,printed by,the labor of printing,p0269,Thomas Newcomb
e1220,"Thomas Blount, Glossographia (1661)",b0044,printed for,the labor of printing,p0331,George Sawbridge
e0721,"Thomas Blount, Glossographia (1661)",b0044,with a letter to the reader by,preliminary content / preliminaries,p0129,Thomas Blount
e0726,"Thomas Blount, Glossographia (1661)",b0044,written by,authorship,p0129,Thomas Blount
e1321,"Thomas Blount, The academie of eloquence (1654)",b0038,has a frontispiece engraved by,illustration,p0391,William Faithorne
e1096,"Thomas Blount, The academie of eloquence (1654)",b0038,printed by,the labor of printing,p0269,Thomas Newcomb
e0718,"Thomas Blount, The academie of eloquence (1654)",b0038,with a letter to the reader by,preliminary content / preliminaries,p0129,Thomas Blount
e0722,"Thomas Blount, The academie of eloquence (1654)",b0038,written by,authorship,p0129,Thomas Blount
e1322,"Thomas Blount, The academy of eloquence (1656)",b0040,has a frontispiece engraved by,illustration,p0391,William Faithorne
e1097,"Thomas Blount, The academy of eloquence (1656)",b0040,printed by,the labor of printing,p0269,Thomas Newcomb
e0719,"Thomas Blount, The academy of eloquence (1656)",b0040,with a letter to the reader by,preliminary content / preliminaries,p0129,Thomas Blount
e0723,"Thomas Blount, The academy of eloquence (1656)",b0040,written by,authorship,p0129,Thomas Blount
e0452,"Thomas Carew, Poems with a maske (1651)",b0060,set to music by,music,p0043,Henry Lawes
e0944,"Thomas Carew, Poems with a maske (1651)",b0060,written by,authorship,p0186,Inigo Jones
e0729,"Thomas Carew, Poems with a maske (1651)",b0060,written by,authorship,p0130,Thomas Carew
e1211,"Thomas De Grey, The compleat horse-man (1656)",b0092,contains commendatory verses by,preliminary content / preliminaries,p0325,Francis Hawkins
e1719,"Thomas De Grey, The compleat horse-man (1656)",b0092,contains commendatory verses by,preliminary content / preliminaries,p8053,unidentified writer (16)
e1720,"Thomas De Grey, The compleat horse-man (1656)",b0092,contains commendatory verses by,preliminary content / preliminaries,p8054,unidentified writer (17)
e1721,"Thomas De Grey, The compleat horse-man (1656)",b0092,contains commendatory verses by,preliminary content / preliminaries,p8055,unidentified writer (18)
e1722,"Thomas De Grey, The compleat horse-man (1656)",b0092,contains commendatory verses by,preliminary content / preliminaries,p8056,unidentified writer  (19)
e1723,"Thomas De Grey, The compleat horse-man (1656)",b0092,contains commendatory verses by,preliminary content / preliminaries,p8057,unidentified writer (20)
e1477,"Thomas De Grey, The compleat horse-man (1656)",b0092,contains commendatory verses by,preliminary content / preliminaries,p0490,Wolferstone
e1239,"Thomas De Grey, The compleat horse-man (1656)",b0092,dedicated to,dedication,p0339,James Hamilton
e1348,"Thomas De Grey, The compleat horse-man (1656)",b0092,has engravings by,illustration,p0404,Peter Stent
e1643,"Thomas De Grey, The compleat horse-man (1656)",b0092,printed by,the labor of printing,p8000,printer only identified by initials
e1777,"Thomas De Grey, The compleat horse-man (1656)",b0092,with a letter to the reader by,preliminary content / preliminaries,p8111,unidentified writer (74)
e0390,"Thomas De Grey, The compleat horse-man (1656)",b0092,written by,authorship,p0022,Thomas De Grey
e1145,"Thomas Fettiplace, The sinner's tears, in meditations and prayers (1653)",b0105,dedicated to,dedication,p0289,Mary Sickelmor
e1150,"Thomas Fettiplace, The sinner's tears, in meditations and prayers (1653)",b0105,dedicated to,dedication,p0292,Richard Kemble
e0857,"Thomas Fettiplace, The sinner's tears, in meditations and prayers (1653)",b0105,has a frontispiece engraved by,illustration,p0159,Wenceslaus Hollar
e0404,"Thomas Fettiplace, The sinner's tears, in meditations and prayers (1653)",b0105,with a letter to the reader by,preliminary content / preliminaries,p0027,Thomas Fettiplace
e0405,"Thomas Fettiplace, The sinner's tears, in meditations and prayers (1653)",b0105,written by,authorship,p0027,Thomas Fettiplace
e1590,"Thomas Gage, The tyranny of Satan discovered by the teares of a converted sinner (1642)",b0347,dedicated to,dedication,p0556,Isaac Pennington
e1594,"Thomas Gage, The tyranny of Satan discovered by the teares of a converted sinner (1642)",b0347,dedicated to,dedication,p0559,Samuel Owfield
e1533,"Thomas Gage, The tyranny of Satan discovered by the teares of a converted sinner (1642)",b0347,printed by,the labor of printing,p0524,Thomas Badger
e1548,"Thomas Gage, The tyranny of Satan discovered by the teares of a converted sinner (1642)",b0347,written by,authorship,p0528,Thomas Gage
e1615,"Thomas May, The life of a satyrical pvppy (1657)",b0292,dedicated to,dedication,p0582,George Villers
e0919,"Thomas May, The life of a satyrical pvppy (1657)",b0292,written by,authorship,p0179,Thomas May
e0942,"Thomas May, Two tragedies viz. Cleopatra, Queene of AEgypt, and Agrippina, Empress of Rome (1654)",b0381,dedicated to,dedication,p0185,Kenelm Digby
e0920,"Thomas May, Two tragedies viz. Cleopatra, Queene of AEgypt, and Agrippina, Empress of Rome (1654)",b0381,written by,authorship,p0179,Thomas May
e0732,"Thomas Middleton, No wit, [no] help like a womans a comedy (1657)",b0196,written by,authorship,p0131,Thomas Middleton
e0731,"Thomas Middleton, The changeling (1653)",b0195,written by,authorship,p0131,Thomas Middleton
e1173,"Thomas Middleton, The changeling (1653)",b0195,written by,authorship,p0305,William Rowley
e1120,"Thomas Middleton, The widdow a comedie (1652)",b0194,with a letter to the reader by,preliminary content / preliminaries,p0272,Alexander Gough
e1041,"Thomas Middleton, The widdow a comedie (1652)",b0194,written by,authorship,p0229,Ben Jonson
e0553,"Thomas Middleton, The widdow a comedie (1652)",b0194,written by,authorship,p0059,John Fletcher
e0730,"Thomas Middleton, The widdow a comedie (1652)",b0194,written by,authorship,p0131,Thomas Middleton
e1439,"Thomas Middleton, Two new playes (1657)",b0197,contains commendatory verses by,preliminary content / preliminaries,p0455,Nath. Richards.
e1684,"Thomas Middleton, Two new playes (1657)",b0197,has a frontispiece engraved by,illustration,p8013,unidentified engraver (7)
e1783,"Thomas Middleton, Two new playes (1657)",b0197,with a letter to the reader by,preliminary content / preliminaries,p8118,unidentified writer (81)
e0733,"Thomas Middleton, Two new playes (1657)",b0197,written by,authorship,p0131,Thomas Middleton
e0820,"Thomas More, Epigrammata Thomae Mori Angli (1638)",b0330,has a frontispiece engraved by,illustration,p0153,William Marshall
e1657,"Thomas More, Epigrammata Thomae Mori Angli (1638)",b0330,printed by,the labor of printing,p8000,printer only identified by initials
e1550,"Thomas More, Epigrammata Thomae Mori Angli (1638)",b0330,with an imprimatur by,the labor of printing,p0529,Thomas Wykes
e1486,"Thomas More, Epigrammata Thomae Mori Angli (1638)",b0330,written by,authorship,p0496,Thomas More
e1043,"Thomas Reeve, Lazarus his rest preached in a sermon at the funerall of Mr. Ephraim Udall (1647)",b0238,written by,authorship,p0232,Thomas Reeve
e0745,"Thomas Stanley, Poems  (1652)",b0275,written by,authorship,p0132,Thomas Stanley
e1258,"Thomas Stanley, The history of philosophy  (1655)",b0276,dedicated to,dedication,p0349,John Marsham
e1327,"Thomas Stanley, The history of philosophy  (1655)",b0276,has engravings by,illustration,p0391,William Faithorne
e0963,"Thomas Stanley, The history of philosophy  (1655)",b0276,printed for,the labor of printing,p0199,Thomas Dring
e0746,"Thomas Stanley, The history of philosophy  (1655)",b0276,written by,authorship,p0132,Thomas Stanley
e1259,"Thomas Stanley, The history of philosophy (1656)",b0277,dedicated to,dedication,p0349,John Marsham
e1328,"Thomas Stanley, The history of philosophy (1656)",b0277,has engravings by,illustration,p0391,William Faithorne
e1329,"Thomas Stanley, The history of philosophy (1656)",b0278,has engravings by,illustration,p0391,William Faithorne
e0964,"Thomas Stanley, The history of philosophy (1656)",b0277,printed for,the labor of printing,p0199,Thomas Dring
e0965,"Thomas Stanley, The history of philosophy (1656)",b0278,printed for,the labor of printing,p0199,Thomas Dring
e0747,"Thomas Stanley, The history of philosophy (1656)",b0277,written by,authorship,p0132,Thomas Stanley
e0748,"Thomas Stanley, The history of philosophy (1656)",b0278,written by,authorship,p0132,Thomas Stanley
e1330,"Thomas Stanley, The history of philosophy (1660)",b0279,has engravings by,illustration,p0391,William Faithorne
e0966,"Thomas Stanley, The history of philosophy (1660)",b0279,printed for,the labor of printing,p0199,Thomas Dring
e0749,"Thomas Stanley, The history of philosophy (1660)",b0279,written by,authorship,p0132,Thomas Stanley
e1792,"Thomas Vaughan, Euphrates, or The waters of the east (1655)",b0306,with a letter to the reader by,preliminary content / preliminaries,p8124,unidentified writer (87)
e0752,"Thomas Vaughan, Euphrates, or The waters of the east (1655)",b0306,written by,authorship,p0133,Thomas Vaughan
e1285,"Thomas Washbourne, Divine poems (1654)",b0310,contains commendatory verses by,preliminary content / preliminaries,p0367,Martin Lluellen
e1758,"Thomas Washbourne, Divine poems (1654)",b0310,contains commendatory verses by,preliminary content / preliminaries,p8092,unidentified writer (55)
e1759,"Thomas Washbourne, Divine poems (1654)",b0310,contains commendatory verses by,preliminary content / preliminaries,p8093,unidentified writer (56)
e1372,"Thomas Washbourne, Divine poems (1654)",b0310,contains commendatory verses by,preliminary content / preliminaries,p0412,William Towers
e1479,"Thomas Washbourne, Divine poems (1654)",b0310,dedicated to,dedication,p0492,Mary Tracy
e0753,"Thomas Washbourne, Divine poems (1654)",b0310,with a letter to the reader by,preliminary content / preliminaries,p0134,Thomas Washbourn
e0754,"Thomas Washbourne, Divine poems (1654)",b0310,written by,authorship,p0134,Thomas Washbourn
e1324,"Traiano Boccalini, I ragguagli di Parnasso, or, Advertisements from Parnassus in two centuries (1656)",b0046,has engravings by,illustration,p0391,William Faithorne
e1163,"Traiano Boccalini, I ragguagli di Parnasso, or, Advertisements from Parnassus in two centuries (1656)",b0046,printed for,the labor of printing,p0300,Thomas Heath
e0877,"Traiano Boccalini, I ragguagli di Parnasso, or, Advertisements from Parnassus in two centuries (1656)",b0046,translated by,authorship,p0168,Henry Carey
e0883,"Traiano Boccalini, I ragguagli di Parnasso, or, Advertisements from Parnassus in two centuries (1656)",b0046,with a letter to the reader by,preliminary content / preliminaries,p0168,Henry Carey
e1451,"Traiano Boccalini, I ragguagli di Parnasso, or, Advertisements from Parnassus in two centuries (1656)",b0046,written by,authorship,p0465,Traiano Boccalini
e1325,"Traiano Boccalini, I raggvagli di Parnasso, or, Advertisements from Parnassus in two centuries (1657)",b0047,has engravings by,illustration,p0391,William Faithorne
e0878,"Traiano Boccalini, I raggvagli di Parnasso, or, Advertisements from Parnassus in two centuries (1657)",b0047,translated by,authorship,p0168,Henry Carey
e0884,"Traiano Boccalini, I raggvagli di Parnasso, or, Advertisements from Parnassus in two centuries (1657)",b0047,with a letter to the reader by,preliminary content / preliminaries,p0168,Henry Carey
e1452,"Traiano Boccalini, I raggvagli di Parnasso, or, Advertisements from Parnassus in two centuries (1657)",b0047,written by,authorship,p0465,Traiano Boccalini
e0534,"Virgil , The destruction of Troy (1656)",b0307,translated by,authorship,p0057,John Denham
e0760,"Virgil , The destruction of Troy (1656)",b0307,written by,authorship,p0139,Virgil
e1693,"Virgil , The passion of Dido for AEneas (1658)",b0309,has a frontispiece engraved by,illustration,p8020,unidentified engraver (14)
e1196,"Virgil , The passion of Dido for AEneas (1658)",b0309,translated by,authorship,p0316,Edmund Waller
e1411,"Virgil , The passion of Dido for AEneas (1658)",b0309,translated by,authorship,p0433,Sidney Godolphin
e0761,"Virgil , The passion of Dido for AEneas (1658)",b0309,written by,authorship,p0139,Virgil
e0861,"Virgilio Malvezzi, Considerations upon the lives of Alcibiades and Coriolanus (1650)",b0185,dedicated to,dedication,p0160,Anne Wentworth
e1061,"Virgilio Malvezzi, Considerations upon the lives of Alcibiades and Coriolanus (1650)",b0185,dedicated to,dedication,p0249,Arabella Wentworth
e0932,"Virgilio Malvezzi, Considerations upon the lives of Alcibiades and Coriolanus (1650)",b0185,printed by,the labor of printing,p0184,William Wilson
e0676,"Virgilio Malvezzi, Considerations upon the lives of Alcibiades and Coriolanus (1650)",b0185,translated by,authorship,p0113,Robert Gentilis
e0681,"Virgilio Malvezzi, Considerations upon the lives of Alcibiades and Coriolanus (1650)",b0185,with a letter to the reader by,preliminary content / preliminaries,p0113,Robert Gentilis
e0611,"Virgilio Malvezzi, Considerations upon the lives of Alcibiades and Coriolanus (1650)",b0185,written by,authorship,p0080,Virgilio Malvezzi
e0827,"Virgilio Malvezzi, Il Davide perseguitato David persecuted (1648)",b0377,has a frontispiece engraved by,illustration,p0153,William Marshall
e0863,"Virgilio Malvezzi, Il Davide perseguitato David persecuted (1648)",b0377,translated by,authorship,p0161,Robert Ashley
e0613,"Virgilio Malvezzi, Il Davide perseguitato David persecuted (1648)",b0377,written by,authorship,p0080,Virgilio Malvezzi
e0810,"Virgilio Malvezzi, Il Davide perseguitato David persecuted (1650)",b0186,has a frontispiece engraved by,illustration,p0153,William Marshall
e0862,"Virgilio Malvezzi, Il Davide perseguitato David persecuted (1650)",b0186,translated by,authorship,p0161,Robert Ashley
e0612,"Virgilio Malvezzi, Il Davide perseguitato David persecuted (1650)",b0186,written by,authorship,p0080,Virgilio Malvezzi
e1119,"Virgilio Malvezzi, Romvlvs ; and, Tarqvin (1648)",b0184,contains commendatory verses by,preliminary content / preliminaries,p0271,A. Tounshend
e0563,"Virgilio Malvezzi, Romvlvs ; and, Tarqvin (1648)",b0184,contains commendatory verses by,preliminary content / preliminaries,p0063,John Suckling
e0849,"Virgilio Malvezzi, Romvlvs ; and, Tarqvin (1648)",b0184,contains commendatory verses by,preliminary content / preliminaries,p0156,Robert Stapleton
e0728,"Virgilio Malvezzi, Romvlvs ; and, Tarqvin (1648)",b0184,contains commendatory verses by,preliminary content / preliminaries,p0130,Thomas Carew
e0997,"Virgilio Malvezzi, Romvlvs ; and, Tarqvin (1648)",b0184,contains commendatory verses by,preliminary content / preliminaries,p0210,Thomas Wortley
e0708,"Virgilio Malvezzi, Romvlvs ; and, Tarqvin (1648)",b0184,contains commendatory verses by,preliminary content / preliminaries,p0123,William Davenant
e0784,"Virgilio Malvezzi, Romvlvs ; and, Tarqvin (1648)",b0184,dedicated to,dedication,p0146,King Charles I
e0809,"Virgilio Malvezzi, Romvlvs ; and, Tarqvin (1648)",b0184,has a frontispiece engraved by,illustration,p0153,William Marshall
e0879,"Virgilio Malvezzi, Romvlvs ; and, Tarqvin (1648)",b0184,translated by,authorship,p0168,Henry Carey
e0885,"Virgilio Malvezzi, Romvlvs ; and, Tarqvin (1648)",b0184,with a letter to the reader by,preliminary content / preliminaries,p0168,Henry Carey
e0610,"Virgilio Malvezzi, Romvlvs ; and, Tarqvin (1648)",b0184,written by,authorship,p0080,Virgilio Malvezzi
e1356,"Virgilio Malvezzi, The chiefe events of the monarchie of Spaine (1647)",b0183,printed by,the labor of printing,p0407,Thomas Warren
e0675,"Virgilio Malvezzi, The chiefe events of the monarchie of Spaine (1647)",b0183,translated by,authorship,p0113,Robert Gentilis
e0680,"Virgilio Malvezzi, The chiefe events of the monarchie of Spaine (1647)",b0183,with a letter to the reader by,preliminary content / preliminaries,p0113,Robert Gentilis
e0609,"Virgilio Malvezzi, The chiefe events of the monarchie of Spaine (1647)",b0183,written by,authorship,p0080,Virgilio Malvezzi
e1359,"Walter Raleigh, A discovrse of the originall and fundamentall cause of naturall, customary, arbitrary, voluntary and necessary warre with the mystery of invasive warre (1650)",b0232,printed by,the labor of printing,p0407,Thomas Warren
e0764,"Walter Raleigh, A discovrse of the originall and fundamentall cause of naturall, customary, arbitrary, voluntary and necessary warre with the mystery of invasive warre (1650)",b0232,written by,authorship,p0140,Walter Ralegh
e1360,"Walter Raleigh, Excellent observations and notes (1650)",b0233,printed by,the labor of printing,p0407,Thomas Warren
e0765,"Walter Raleigh, Excellent observations and notes (1650)",b0233,written by,authorship,p0140,Walter Ralegh
e0864,"Walter Raleigh, Judicious and select essayes and observations by that renowned and learned knight, Sir Walter Raleigh (1650)",b0230,dedicated to,dedication,p0162,Carew Ralegh
e1070,"Walter Raleigh, Judicious and select essayes and observations by that renowned and learned knight, Sir Walter Raleigh (1650)",b0230,has a frontispiece engraved by,illustration,p0256,Robert Vaughan
